link_no,start_location_lrp,start_location_offset,start_location_chainage,end_location_lrp,end_location_offset,end_location_chainage,length,heavy_truck_aadt,medium_truck_aadt,small_truck_aadt,large_bus_aadt,medium_bus_aadt,micro_bus_aadt,utility,car_aadt,total_motorized_aadt
Z4606-3,LRP028,915,28.95,LRP037,46,37.076,8.126,na,na,na,na,na,na,na,na,na
Z4606-4,LRP037,46,37.076,LRP049,7614,56.694,19.618,na,na,na,na,na,na,na,na,na
Z4606-5,LRP049,7614,56.694,LRPE,0,86.92,30.226,na,na,na,na,na,na,na,na,na
Z4607-1,LRPS,0,0,LRP002,172,2.165,2.165,na,na,na,na,na,na,na,na,na
Z4607-2,LRP002,172,2.165,LRP017,812,17.821,15.656,0,86,173,0,0,20,4,16,2446
Z4607-3,LRP017,812,17.821,LRP025,544,25.588,7.767,0,171,114,8,0,20,4,9,1691
Z4608-1,LRPS,0,0,LRPS,4584,4.584,4.584,0,86,173,0,0,20,4,16,2446
Z4609-1,LRPS,0,0,LRPE,0,1.78,1.78,na,na,na,na,na,na,na,na,na
Z4610-1,LRPS,0,0,LRPE,0,12.5,12.5,0,86,173,0,0,20,4,16,2446
Z4614-1,LRPS,0,0,LRP002,10986,12.986,12.986,0,2,45,0,0,3,16,0,999
Z4615-1,LRPS,0,0,LRP027,5409,32.187,32.187,0,77,90,3,33,25,9,4,1274
Z4616-1,LRPS,0,0,LRP018,2066,19.465,19.465,0,79,100,11,0,17,19,19,1542
Z4617-1,LRPS,0,0,LRPE,0,3.35,3.35,0,41,21,0,0,3,0,0,501
Z4619-1,LRPS,0,0,LRP003,5276,8.281,8.281,0,79,116,0,0,0,0,0,975
Z4622-1,LRPS,0,0,LRPS,2909,2.909,2.909,0,151,124,0,10,20,22,16,1807
Z4801-1,LRPS,0,0,LRP012,7935,20.025,20.025,0,234,72,76,4,9,5,7,1431
Z4801-2,LRP012,7935,20.025,LRPE,0,28.052,8.027,na,na,na,na,na,na,na,na,na
Z5001-1,LRPS,0,0,LRPS,970,0.97,0.97,16,122,90,0,2,31,8,18,2272
Z5001-2,LRPS,970,0.97,LRP026,550,27.48,26.51,45,87,42,0,0,21,0,6,1404
Z5002-1,LRPS,0,0,LRP027,730,27.49,27.49,0,277,287,2,125,90,30,69,4628
Z5002-2,LRP027,730,27.49,LRP036,810,36.54,9.05,91,136,131,79,102,132,24,47,4353
Z5002-3,LRP036,810,36.54,LRP049,435,49.265,12.725,na,na,na,na,na,na,na,na,na
Z5002-4,LRP049,435,49.265,LRP061,1355,62.215,12.95,na,na,na,na,na,na,na,na,na
Z5002-5,LRP061,1275,62.215,LRP077,1980,78.67,16.455,3,100,49,2,35,16,4,7,705
Z5003-1,LRPS,0,0,LRP022,345,21.345,21.345,4,31,85,42,125,28,19,31,1696
Z5003-2,LRP022,345,21.345,LRPE,0,31.58,10.235,na,na,na,na,na,na,na,na,na
Z5004-1,LRPS,0,0,LRP016,1885,17.815,17.815,0,62,146,0,65,28,10,17,1909
Z5005-1,LRPS,0,0,LRP015,912,15.492,15.492,0,21,23,0,0,8,5,1,1575
Z5006-1,LRPS,0,0,LRPS,1060,1.06,1.06,7,225,354,56,135,132,107,66,4578
Z5006-2,LRPS,1060,1.06,LRPE,0,34.44,33.38,na,na,na,na,na,na,na,na,na
Z5007-1,LRPS,0,0,LRP007,2400,9.37,9.37,21,81,135,12,2,55,41,37,1781
Z5008-1,LRPS,0,0,LRP021,500,19.305,19.305,0,43,137,0,55,36,18,30,3023
Z5008-2,LRP021,500,19.305,LRPE,0,27.5,8.195,na,na,na,na,na,na,na,na,na
Z5010-1,LRPS,0,0,LRPS,6120,6.12,6.12,na,na,na,na,na,na,na,na,na
Z5010-2,LRPS,6120,6.12,LRP010,437,10.617,4.497,0,42,51,3,1,8,4,6,592
Z5010-3,LRP010,437,10.617,LRP024,554,24.284,13.667,na,na,na,na,na,na,na,na,na
Z5010-4,LRP024,554,24.284,LRP024,5174,28.861,4.577,na,na,na,na,na,na,na,na,na
Z5011-1,LRPS,0,0,LRP014,150,12.7,12.7,8,324,279,57,39,147,223,143,3220
Z5012-1,LRPS,0,0,LRPS,1000,1,1,na,na,na,na,na,na,na,na,na
Z5014-1,LRPS,0,0,LRPS,3430,3.43,3.43,2,105,116,25,29,5,22,4,1094
Z5015-1,LRPS,0,0,LRP018,440,17.47,17.47,2,105,116,25,29,5,22,4,1094
Z5015-2,LRP018,440,17.47,LRP028,1000,27.75,10.28,2,105,116,25,29,5,22,4,1094
Z5018-1,LRPS,0,0,LRP028,1270,29.48,29.48,0,36,201,0,3,522,235,296,6998
Z5019-1,LRPS,0,0,LRPS,3810,3.81,3.81,0,36,201,0,3,522,235,296,6998
Z5020-1,LRPS,0,0,LRP022,40,20.471,20.471,0,113,128,10,1,75,37,55,2476
Z5021-1,LRPS,0,0,LRP031,145,31.865,31.865,2,195,216,15,102,123,69,98,2787
Z5022-1,LRPS,0,0,LRP008,1741,9.608,9.608,0,72,89,12,40,16,9,10,1267
Z5023-1,LRPS,0,0,LRP010,3160,13.15,13.15,2,325,391,35,31,66,38,59,5002
Z5024-1,LRPS,0,0,LRP002,6290,8.19,8.19,0,31,88,0,0,0,0,5,854
Z5025-1,LRPS,0,0,LRP004,132,3.152,3.152,na,na,na,na,na,na,na,na,na
Z5025-2,LRP004,132,3.152,LRP021,15,20.041,16.889,0,304,316,9,81,92,72,34,3437
Z5025-3,LRP021,15,20.041,LRP023,2300,23.956,3.915,na,na,na,na,na,na,na,na,na
Z5025-4,LRP023,2300,23.956,LRP030,140,28.896,4.94,3,281,379,4,1,116,46,59,4299
Z5025-5,LRP030,140,28.896,LRP031,380,30.216,1.32,3,251,162,29,4,45,38,32,2129
Z5025-6,LRP031,380,30.216,LRP039,50,37.946,7.73,3,251,162,29,4,45,38,32,2129
Z5025-7,LRP039,50,37.946,LRP053,794,52.61,14.664,3,251,162,29,4,45,38,32,2129
Z5025-8,LRP053,794,52.61,LRP062,5200,66.126,13.516,3,281,379,4,1,116,46,59,4299
Z5026-1,LRPS,0,0,LRP003,90,2.95,2.95,0,304,316,9,81,92,72,34,3437
Z5029-1,LRPS,0,0,LRP010,805,10.205,10.205,9,106,113,17,56,69,14,53,2509
Z5032-1,LRPS,0,0,LRP003,20,3.08,3.08,0,112,118,25,48,34,39,46,4543
Z5032-2,LRP003,20,3.08,LRP008,820,8.87,5.79,na,na,na,na,na,na,na,na,na
Z5032-3,LRP008,820,8.87,LRPE,0,22.59,13.72,na,na,na,na,na,na,na,na,na
Z5034-1,LRPS,0,0,LRPS,16870,16.87,16.87,1,41,52,0,94,0,0,16,1140
Z5035-1,LRPS,0,0,LRP038,3100,41.3,41.3,0,74,164,0,72,37,56,39,4100
Z5039-1,LRPS,0,0,LRP033,20,30.65,30.65,11,300,549,41,25,175,283,233,5729
Z5040-1,LRPS,0,0,LRP008,830,8.64,8.64,11,300,549,41,25,175,283,233,5729
Z5040-2,LRP008,830,8.64,LRPE,0,15.94,7.3,na,na,na,na,na,na,na,na,na
Z5041-1,LRPS,0,0,LRP015,1120,16.12,16.12,0,7,109,0,51,27,1,5,1446
Z5042-1,LRPS,0,0,LRPS,21430,21.43,21.43,0,81,140,4,6,140,83,167,2606
Z5043-1,LRPS,0,0,LRPS,18210,18.21,18.21,na,na,na,na,na,na,na,na,na
Z5044-1,LRPS,0,0,LRPS,1125,1.125,1.125,na,na,na,na,na,na,na,na,na
Z5046-1,LRPS,0,0,LRPS,18120,18.12,18.12,2,50,31,3,6,14,14,9,1763
Z5046-2,LRPS,18120,18.12,LRPE,0,25.65,7.53,na,na,na,na,na,na,na,na,na
Z5047-1,LRPS,0,0,LRP009,9920,18.39,18.39,0,20,40,0,189,3,10,1,800
Z5048-1,LRPS,0,0,LRP002,19670,21.67,21.67,0,20,40,0,189,3,10,1,800
Z5049-1,LRPS,0,0,LRP011,15500,25.75,25.75,1,49,100,0,7,1,7,4,1214
Z5050-1,LRPS,0,0,LRP003,110,2.63,2.63,0,115,134,0,0,0,0,2,742
Z5051-1,LRPS,0,0,LRP009,2990,10.47,10.47,0,2,5,0,0,0,3,2,766
Z5053-1,LRPS,0,0,LRPS,10990,10.99,10.99,41,92,92,1,0,24,15,32,3409
Z5054-1,LRPS,0,0,LRP012,15,9.93,9.93,0,40,65,4,2,6,1,13,1185
Z5055-1,LRPS,0,0,LRP022,7,21.981,21.981,19,176,181,14,134,48,34,35,3462
Z5058-1,LRPS,0,0,LRPS,16310,16.31,16.31,4,25,129,0,10,9,6,0,1957
Z5059-1,LRPS,0,0,LRP015,1148,16.218,16.218,4,172,118,0,77,41,28,16,2163
Z5060-1,LRPS,0,0,LRP019,33,17.405,17.405,37,162,81,2,1,12,0,3,667
Z5061-1,LRPS,0,0,LRP010,491,10.461,10.461,0,25,45,0,55,29,23,32,940
Z5061-2,LRP010,491,10.461,LRP016,14132,29.583,19.122,0,148,116,0,205,181,17,82,1831
Z5062-1,LRPS,0,0,LRP004,703,4.241,4.241,0,89,113,0,163,60,1,57,1676
Z5063-1,LRPS,0,0,LRP009,531,9.587,9.587,na,na,na,na,na,na,na,na,na
Z5063-2,LRP009,531,9.587,LRP011,1423,12.475,2.888,0,201,244,0,79,35,16,36,2672
Z5063-2,LRP009,531,9.587,LRP011,1423,12.475,2.888,0,71,86,0,46,37,6,18,2061
Z5064-1,LRPS,0,0,LRP016,103,16.03,16.03,na,na,na,na,na,na,na,na,na
Z5064-2,LRP016,103,16.03,LRP024,605,24.536,8.506,0,131,184,0,169,260,7,37,2432
Z5066-1,LRPS,0,0,LRPS,14868,14.868,14.868,0,2,5,0,0,1,0,1,1020
Z5069-1,LRPS,0,0,LRPS,10220,10.22,10.22,0,270,205,0,0,68,17,103,1729
Z5069-2,LRPS,10220,10.22,LRPS,17480,17.48,7.26,0,255,194,0,0,266,18,239,4154
Z5069-3,LRP010b,7206,17.48,LRP023,1524,24.578,7.098,na,na,na,na,na,na,na,na,na
Z5070-1,LRPS,0,0,LRPE,0,11.64,11.64,na,na,na,na,na,na,na,na,na
Z5072-1,LRPS,0,0,LRP010,6000,16.22,16.22,0,18,71,0,1,17,7,5,1511
Z5072-2,LRP010,6000,16.22,LRP022,1820,24.27,8.05,na,na,na,na,na,na,na,na,na
Z5072-3,LRP022,1820,24.27,LRP026,630,27.5,3.23,na,na,na,na,na,na,na,na,na
Z5072-4,LRP026,630,27.5,LRP031,370,32.76,5.26,na,na,na,na,na,na,na,na,na
Z5072-5,LRP031,370,32.76,LRPE,0,52.17,19.41,na,na,na,na,na,na,na,na,na
Z5074-1,LRPS,0,0,LRPS,1500,1.5,1.5,0,101,212,43,43,53,68,31,6036
Z5075-1,LRPS,0,0,LRP015,2074,17.196,17.196,0,56,99,0,0,3,0,11,1606
Z5075-2,LRP015,2074,17.196,LRP044,50,44.15,26.954,0,90,134,2,19,15,11,15,1957
Z5080-1,LRPS,0,0,LRPE,0,6.917,6.917,na,na,na,na,na,na,na,na,na
Z5202-1,LRPS,0,0,LRPS,4706,4.706,4.706,21,101,94,0,1,54,5,6,2511
Z5202-2,LRPS,4706,4.706,LRPS,23739,23.739,19.033,51,79,93,0,1,57,5,8,2641
Z5202-3,LRPS,23739,23.739,LRP028,2968,30.788,7.049,4,109,117,0,114,11,5,2,1876
Z5202-4,LRP028,2968,30.788,LRPE,0,45.604,14.816,na,na,na,na,na,na,na,na,na
Z5207-1,LRPS,0,0,LRPS,5020,5.02,5.02,0,160,58,0,3,90,45,8,2981
Z5207-2,LRPS,5020,5.02,LRPE,0,39.336,34.316,na,na,na,na,na,na,na,na,na
Z5209-1,LRPS,0,0,LRP015,460,14.44,14.44,8,123,129,2,31,21,3,23,2293
Z5209-2,LRP015,460,14.44,LRP034,890,33.81,19.37,na,na,na,na,na,na,na,na,na
Z5209-3,LRP034,890,33.81,LRPE,0,50.32,16.51,na,na,na,na,na,na,na,na,na
Z5210-1,LRPS,0,0,LRPS,18990,18.99,18.99,0,17,55,0,0,17,0,0,1508
Z5210-2,LRPS,18990,18.99,LRPE,0,34.157,15.167,na,na,na,na,na,na,na,na,na
Z5211-1,LRPS,0,0,LRP014,270,13.28,13.28,11,97,100,4,48,10,1,4,1816
Z5211-2,LRP014,270,13.28,LRPE,0,27.96,14.68,na,na,na,na,na,na,na,na,na
Z5212-1,LRPS,0,0,LRPS,605,0.605,0.605,11,97,100,4,48,10,1,4,1816
Z5301-1,LRPS,0,0,LRP001,1297,1.31,1.31,na,na,na,na,na,na,na,na,na
Z5401-1,LRPS,0,0,LRP002,280,1.292,1.292,0,113,121,22,130,39,115,31,3954
Z5401-2,LRP002,280,1.292,LRP011,748,10.76,9.468,3,109,214,0,0,47,47,29,3413
Z5401-3,LRP011,748,10.76,LRP013,388,12.4,1.64,0,295,528,31,170,64,65,41,5359
Z5401-4,LRP013,388,12.4,LRP035,2383,36.395,23.995,0,295,528,31,170,64,65,41,5359
Z5402-1,LRPS,0,0,LRP004,2893,6.91,6.91,7,177,101,113,175,46,69,51,4482
Z5402-2,LRP004,2893,6.91,LRPE,0,11.657,4.747,na,na,na,na,na,na,na,na,na
Z5403-1,LRPS,0,0,LRPS,3730,3.73,3.73,na,na,na,na,na,na,na,na,na
Z5403-2,LRPS,3730,3.73,LRPS,8210,8.21,4.48,0,82,113,0,2,8,7,4,1303
Z5403-3,LRPS,8210,8.21,LRPE,0,18.551,10.341,na,na,na,na,na,na,na,na,na
Z5404-1,LRPS,0,0,LRP015,430,15.184,15.184,0,18,26,0,0,1,0,12,1587
Z5405-1,LRPS,0,0,LRP003,17390,20.35,20.35,1,188,350,0,0,232,53,115,4710
Z5406-1,LRPS,0,0,LRPS,4487,4.487,4.487,1,8,45,0,0,9,4,9,944
Z5406-2,LRPS,4487,4.487,LRPS,7034,7.034,2.547,na,na,na,na,na,na,na,na,na
Z5406-3,LRPS,7034,7.034,LRPE,0,16.82,9.786,na,na,na,na,na,na,na,na,na
Z5408-1,LRPS,0,0,LRPS,7890,7.89,7.89,0,3,0,0,0,0,0,0,262
Z5409-1,LRPS,0,0,LRPS,4100,4.1,4.1,na,na,na,na,na,na,na,na,na
Z5409-2,LRPS,4100,4.1,LRPS,11210,11.21,7.11,na,na,na,na,na,na,na,na,na
Z5409-3,LRPS,11210,11.21,LRPS,18503,18.503,7.293,61,294,523,104,426,115,29,57,7781
Z5409-4,LRPS,18503,18.503,LRPE,0,19.63,1.127,na,na,na,na,na,na,na,na,na
Z5410-1,LRPS,0,0,LRPS,16000,16,16,0,46,88,0,2,47,4,24,2245
Z5452-1,LRPS,0,0,LRP015,1175,16.235,16.235,1,167,186,2,53,97,39,21,2845
Z5452-2,LRP014,2035,16.235,LRP025,1065,26.32,10.085,8,144,141,6,3,10,4,4,1235
Z5456-1,LRPS,0,0,LRP012,3055,15.145,15.145,0,242,205,5,98,15,1,10,1249
Z5456-2,LRP012,3055,15.145,LRP029,240,29.64,14.495,na,na,na,na,na,na,na,na,na
Z5456-3,LRP029,240,29.64,LRPE,0,38.275,8.635,na,na,na,na,na,na,na,na,na
Z5463-1,LRPS,0,0,LRPS,5640,5.64,5.64,na,na,na,na,na,na,na,na,na
Z5463-2,LRPS,5640,5.64,LRPE,0,23.575,17.935,0,192,115,0,17,36,1,17,2290
Z5464-1,LRPS,0,0,LRP006,4730,9.71,9.71,0,33,20,0,4,4,18,2,886
Z5467-1,LRPS,0,0,LRP008,175,7.985,7.985,0,18,48,0,0,6,2,366,1984
Z5469-1,LRPS,0,0,LRP022,1655,23.655,23.655,0,9,3,0,0,4,0,0,913
Z5471-1,LRPS,0,0,LRPS,9370,9.37,9.37,0,24,35,0,0,0,0,12,2335
Z5471-2,LRPS,9370,9.37,LRPE,0,21.41,12.04,na,na,na,na,na,na,na,na,na
Z5472-1,LRPS,0,0,LRPS,12210,12.21,12.21,4,20,22,0,0,16,0,2,961
Z5476-1,LRPS,0,0,LRPE,0,3.41,3.41,0,52,124,26,38,73,71,56,1856
Z5501-1,LRPS,0,0,LRP012,1261,12.466,12.466,16,122,90,0,2,31,8,18,2272
Z5503-1,LRPS,0,0,LRP004,495,3.455,3.455,na,na,na,na,na,na,na,na,na
Z5503-2,LRP004,495,3.455,LRP010,855,9.905,6.45,na,na,na,na,na,na,na,na,na
Z5503-3,LRP010,855,9.905,LRP020,570,19.69,9.785,na,na,na,na,na,na,na,na,na
Z5503-4,LRP020,570,19.69,LRPE,0,21.825,2.135,na,na,na,na,na,na,na,na,na
Z5504-1,LRPS,0,0,LRP007,350,7.274,7.274,0,139,81,0,71,19,16,10,1830
Z5505-1,LRPS,0,0,LRPS,9408,9.408,9.408,0,84,102,8,14,57,5,27,2817
Z5507-1,LRPS,0,0,LRP008,1330,9.63,9.63,16,122,90,1,1,32,8,18,2263
Z5508-1,LRPS,0,0,LRP002,603,1.564,1.564,na,na,na,na,na,na,na,na,na
Z5508-2,LRP002,603,1.564,LRP011,834,10.496,8.932,0,22,26,1,15,72,43,32,1525
Z5508-3,LRP011,834,10.496,LRP017,50,15.546,5.05,na,na,na,na,na,na,na,na,na
Z5508-4,LRP017,50,15.546,LRPE,0,18.245,2.699,na,na,na,na,na,na,na,na,na
Z5509-1,LRPS,0,0,LRP011,550,10.44,10.44,0,150,141,0,51,28,4,4,1749
Z5509-2,LRP011,550,10.44,LRP028,260,26.73,16.29,na,na,na,na,na,na,na,na,na
Z5509-3,LRP028,260,26.73,LRPE,0,31.38,4.65,na,na,na,na,na,na,na,na,na
Z5551-1,LRPS,0,0,LRP008,20,7,7,0,2,11,0,0,1,0,0,989
Z5552-1,LRPS,0,0,LRP021,7500,28.5,28.5,0,47,136,5,4,16,29,19,3252
Z5553-1,LRPS,0,0,LRPS,11190,11.19,11.19,2,93,87,33,15,48,43,60,4487
Z5554-1,LRPS,0,0,LRP003,650,2.9,2.9,na,na,na,na,na,na,na,na,na
Z5554-2,LRP003,650,2.9,LRPE,0,29.46,26.56,0,8,12,0,0,1,7,6,1098
Z5555-1,LRPS,0,0,LRPS,5410,5.41,5.41,2,190,238,0,3,41,21,26,4609
Z5555-2,LRPS,5410,5.41,LRPS,7150,7.15,1.74,2,190,238,0,3,41,21,26,4609
Z5558-1,LRPS,0,0,LRPS,1950,1.95,1.95,0,320,202,0,8,13,22,3,1374
Z5559-1,LRPS,0,0,LRPS,1200,1.2,1.2,0,320,202,0,8,13,22,3,1374
Z5561-1,LRPS,0,0,LRP016,1300,17.35,17.35,0,103,106,1,23,73,30,23,1829
Z5611-1,LRPS,0,0,LRP011,10,10.45,10.45,0,127,168,0,26,93,17,17,2317
Z5612-1,LRPS,0,0,LRP003,6280,9.25,9.25,0,111,208,12,5,42,40,33,3135
Z5613-1,LRPS,0,0,LRP007,1152,7.7,7.7,na,na,na,na,na,na,na,na,na
Z5613-2,LRP007,1152,7.7,LRP020,288,19.908,12.208,46,194,215,69,71,174,52,105,3994
Z5613-3,LRP020,288,19.908,LRP059,370,59.146,39.238,30,139,278,32,64,112,103,135,3543
Z5614-1,LRPS,0,0,LRP007,670,7.48,7.48,0,24,129,4,0,23,11,17,2333
Z5616-1,LRPS,0,0,LRP016,390,16.95,16.95,0,150,105,0,0,37,5,7,2507
Z5616-2,LRP016,390,16.95,LRPE,0,18.772,1.822,na,na,na,na,na,na,na,na,na
Z5617-1,LRPS,0,0,LRP016,395,16.385,16.385,na,na,na,na,na,na,na,na,na
Z5617-2,LRP016,395,16.385,LRP018,900,18.93,2.545,0,59,53,0,0,0,0,0,751
Z5621-1,LRPS,0,0,LRP018,820,18.83,18.83,0,19,31,58,43,21,19,10,2506
Z5621-2,LRP018,820,18.83,LRP027,2940,29.98,11.15,0,20,31,57,43,33,19,10,1893
Z5622-1,LRPS,0,0,LRP021,1387,22.227,22.227,0,148,160,130,88,88,35,29,3192
Z5622-3,LRP021,1402,22.227,LRP038,1529,39.519,17.292,0,175,333,71,150,118,10,50,4378
Z5623-1,LRPS,0,0,LRP017,1843,17.639,17.639,92,82,121,72,78,83,23,38,8441
Z5624-1,LRPS,0,0,LRP046,3947,49.617,49.617,0,198,189,0,41,31,14,12,2828
Z5701-1,LRPS,0,0,LRP002,808,1.818,1.818,2,221,105,0,77,58,66,21,2437
Z5701-2,LRP002,808,1.818,LRP014,479,13.519,11.701,na,na,na,na,na,na,na,na,na
Z5701-3,LRP014,479,13.519,LRP020,1450,21.02,7.501,0,134,74,26,59,66,30,27,1707
Z5703-1,LRPS,0,0,LRP021,230,21.63,21.63,0,480,130,95,49,115,31,16,1730
Z5703-2,LRP021,230,21.63,LRPE,0,28.86,7.23,na,na,na,na,na,na,na,na,na
Z5704-1,LRPS,0,0,LRP008,120,7.89,7.89,0,480,130,95,49,115,31,16,1730
Z5706-1,LRPS,0,0,LRP001,2810,3.77,3.77,na,na,na,na,na,na,na,na,na
Z5706-2,LRP001,2810,3.77,LRP023,5610,28.8,25.03,0,39,29,0,17,20,34,6,1763
Z5707-1,LRPS,0,0,LRPS,740,0.74,0.74,na,na,na,na,na,na,na,na,na
Z5707-2,LRPS,740,0.74,LRP003,1029,4.039,3.299,75,128,120,115,49,56,18,19,2181
Z5707-3,LRP003,1029,4.039,LRP021,300,21.33,17.291,na,na,na,na,na,na,na,na,na
Z5709-1,LRPS,0,0,LRP003,250,3.26,3.26,3,135,108,0,0,22,4,13,1039
Z5709-2,LRP003,250,3.26,LRPE,0,7.74,4.48,na,na,na,na,na,na,na,na,na
Z5801-1,LRPS,0,0,LRPS,1050,1.05,1.05,0,6,30,0,0,1,4,1,584
Z5802-1,LRPS,0,0,LRP010,3360,13.24,13.24,0,107,133,5,3,123,123,95,7458
Z5803-1,LRPS,0,0,LRP011,1020,11.11,11.11,1,76,213,0,15,0,0,73,3688
Z5804-1,LRPS,0,0,LRP015,950,14.99,14.99,0,21,91,0,0,17,9,3,1650
Z5804-2,LRP015,950,14.99,LRP015,2450,16.45,1.46,0,21,91,0,0,17,9,3,1650
Z5851-1,LRPS,0,0,LRPS,9660,9.66,9.66,11,120,171,89,81,93,25,38,2534
Z5851-2,LRPS,9660,9.66,LRP022,1230,22.64,12.98,11,120,171,89,81,93,25,38,2534
Z5852-1,LRPS,0,0,LRP008,1020,9.04,9.04,0,61,105,0,53,49,10,17,1709
Z5854-1,LRPS,0,0,LRP007,2540,9.41,9.41,0,0,20,0,0,0,0,1,515
Z5855-1,LRPS,0,0,LRP008,40,7.77,7.77,121,497,223,0,63,55,2,32,3685
Z5855-2,LRP008,40,7.77,LRPE,0,30.07,22.3,na,na,na,na,na,na,na,na,na
Z5856-1,LRPS,0,0,LRP009,705,9.365,9.365,0,136,236,0,53,62,31,42,2369
Z5856-2,LRP009,705,9.365,LRP028,15,28.4,19.035,0,136,236,0,53,62,31,42,2369
Z5857-1,LRPS,0,0,LRP013,430,13.65,13.65,0,88,77,3,8,25,21,14,2410
Z5857-2,LRP013,430,13.65,LRPE,0,21.73,8.08,na,na,na,na,na,na,na,na,na
Z5858-1,LRPS,0,0,LRPS,950,0.95,0.95,na,na,na,na,na,na,na,na,na
Z5901-1,LRPS,0,0,LRP008,530,8.65,8.65,0,57,141,0,0,19,46,28,2224
Z5902-1,LRPS,0,0,LRP005,366,5.366,5.366,1,38,34,0,0,0,0,19,1125
Z5903-1,LRPS,0,0,LRPS,925,0.925,0.925,na,na,na,na,na,na,na,na,na
Z5903-2,LRPS,925,0.925,LRPE,0,18.1,17.175,0,25,34,0,0,2,0,0,833
Z5904-1,LRPS,0,0,LRPS,1580,1.58,1.58,33,437,226,113,1,85,47,53,2064
Z5904-2,LRPS,1580,1.58,LRPE,0,2.21,0.63,na,na,na,na,na,na,na,na,na
Z5907-1,LRPS,0,0,LRP011,710,11.56,11.56,0,112,98,46,8,4,10,4,2590
Z6004-1,LRPS,0,0,LRP017,295,16.92,16.92,3,106,107,0,10,28,10,7,1391
Z6004-2,LRP017,295,16.92,LRPE,0,26.325,9.405,na,na,na,na,na,na,na,na,na
Z6005-1,LRPS,0,0,LRP024,35,22.92,22.92,0,108,119,3,9,23,13,10,2463
Z6006-1,LRPS,0,0,LRP008,552,8.576,8.576,0,420,349,0,70,92,42,72,3936
Z6006-2,LRP008,552,8.576,LRP026,934,26.971,18.395,na,na,na,na,na,na,na,na,na
Z6006-3,LRP026,934,26.971,LRP040,639,40.903,13.932,na,na,na,na,na,na,na,na,na
Z6006-4,LRP040,639,40.903,LRPE,0,53.362,12.459,8,182,181,39,30,124,36,96,4981
Z6010-1,LRPS,0,0,LRP005,890,4.89,4.89,0,35,75,4,3,4,10,7,2390
Z6010-2,LRP005,890,4.89,LRP023,2845,24.645,19.755,0,35,75,4,3,4,10,7,2390
Z6011-1,LRPS,0,0,LRP021,240,20.474,20.474,7,122,142,14,33,112,45,25,4070
Z6011-2,LRP021,240,20.474,LRP021,1520,21.76,1.286,0,121,75,12,18,40,39,27,2039
Z6014-1,LRPS,0,0,LRP008,850,7.88,7.88,74,329,241,22,92,207,37,23,3585
Z6014-2,LRP008,850,7.88,LRPE,0,18.72,10.84,na,na,na,na,na,na,na,na,na
Z6015-1,LRPS,0,0,LRP009,785,9.715,9.715,1,100,125,0,43,29,17,11,1532
Z6015-2,LRP010,735,9.715,LRP012,2174,13.07,3.355,0,26,147,0,0,24,12,23,1929
Z6015-3,LRP012,2174,13.07,LRP015,1120,15.05,1.98,na,na,na,na,na,na,na,na,na
Z6015-4,LRP015,1120,15.05,LRPE,0,23,7.95,na,na,na,na,na,na,na,na,na
Z6017-1,LRPS,0,0,LRP014,916,13.582,13.582,5,10,35,0,6,28,1,15,1655
Z6018-1,LRPS,0,0,LRP008,640,8.14,8.14,5,10,35,0,6,28,1,15,1655
Z6019-1,LRPS,0,0,LRP012,58,10.625,10.625,2,85,82,4,24,14,9,4,1443
Z6019-2,LRP012,58,10.625,LRPE,0,21.545,10.92,na,na,na,na,na,na,na,na,na
Z6020-1,LRPS,0,0,LRP010a,478,9.69,9.69,4,61,110,21,20,21,16,16,1389
Z6021-1,LRPS,0,0,LRP003,1016,3.288,3.288,0,42,140,0,0,1,0,1,945
Z6021-2,LRP003,1016,3.288,LRP007,408,6.7,3.412,na,na,na,na,na,na,na,na,na
Z6021-3,LRP007,408,6.7,LRP014,535,13.847,7.147,na,na,na,na,na,na,na,na,na
Z6021-4,LRP014,535,13.847,LRP019,659,18.991,5.144,na,na,na,na,na,na,na,na,na
Z6021-5,LRP019,659,18.991,LRP022,662,21.994,3.003,na,na,na,na,na,na,na,na,na
Z6021-6,LRP022,662,21.994,LRPE,0,38.452,16.458,na,na,na,na,na,na,na,na,na
Z6022-1,LRPS,0,0,LRP016,960,16.85,16.85,0,12,11,1,2,5,0,1,1071
Z6023-1,LRPS,0,0,LRPS,4552,4.552,4.552,0,14,69,0,0,6,6,3,1189
Z6024-1,LRPS,0,0,LRP010,1446,11.16,11.16,0,14,69,0,0,6,6,3,1189
Z6026-1,LRPS,0,0,LRP012,325,11.375,11.375,na,na,na,na,na,na,na,na,na
Z6026-2,LRP012,325,11.375,LRP019,870,18.959,7.584,63,318,190,21,36,119,33,62,3281
Z6026-3,LRP019,870,18.959,LRPE,0,22.19,3.231,na,na,na,na,na,na,na,na,na
Z6027-1,LRPS,0,0,LRPS,5520,5.52,5.52,na,na,na,na,na,na,na,na,na
Z6028-1,LRPS,0,0,LRPS,11740,11.74,11.74,0,0,0,0,0,0,0,2,477
Z6029-1,LRPS,0,0,LRP019,10,17.73,17.73,1,46,76,7,1,13,7,2,1776
Z6030-1,LRPS,0,0,LRPE,0,10.784,10.784,0,27,20,0,3,19,5,6,1321
Z6031-1,LRPS,0,0,LRP022,9472,32,32,0,0,19,0,0,12,0,0,833
Z6032-1,LRPS,0,0,LRP007,1560,8.4,8.4,0,0,1,0,0,0,0,0,785
